Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,X10,CIK
DSX,Diana Shipping inc.,3.79,402236554.43,n/a,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dsx,NA,1318885
DSX^B,Diana Shipping inc.,23.9123,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dsx^b,NA,NA
DSXN,Diana Shipping inc.,25.43,0,n/a,2015,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dsxn,NA,1318885
DKS,Dick&#39;s Sporting Goods Inc,33.54,3602351290.2,n/a,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dks,NA,1089063
DBD,Diebold Nixdorf Incorporated,15.3,1155672999.9,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/dbd,NA,28823
DLR,"Digital Realty Trust, Inc.",102.2,20996230654,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dlr,NA,1297996
DLR^C,"Digital Realty Trust, Inc.",26.42,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^c,NA,NA
DLR^G,"Digital Realty Trust, Inc.",24.6,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^g,NA,NA
DLR^H,"Digital Realty Trust, Inc.",26.32,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^h,NA,NA
DLR^I,"Digital Realty Trust, Inc.",26.19,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^i,NA,NA
DLR^J,"Digital Realty Trust, Inc.",22.83,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^j,NA,NA
DDS,"Dillard&#39;s, Inc.",69.77,1987397333.68,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dds,NA,28917
DDT,"Dillard&#39;s, Inc.",25.33,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/ddt,NA,28917
DIN,"DineEquity, Inc",54.67,983413144.56,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/din,NA,49754
DPLO,"Diplomat Pharmacy, Inc.",24.1,1659844577.9,n/a,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/dplo,NA,1610092
DFS,Discover Financial Services,79.53,2847174e4,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dfs,NA,1393612
DHCP,Ditech Holding Corporation,10.23,382331426.73,n/a,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dhcp,NA,1040719
DNI,Dividend and Income Fund,13.52,166768469.92,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dni,NA,NA
DLB,Dolby Laboratories,63.37,6560368984.06,n/a,2005,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/dlb,NA,1308547
DG,Dollar General Corporation,97.73,26539910334.81,n/a,2009,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dg,NA,29534
DM,"Dominion Energy Midstream Partners, LP",25.95,2580826914.45,n/a,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dm,NA,1603286
D,"Dominion Energy, Inc.",75.8,48858497111.6,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/d,NA,715957
DCUD,"Dominion Energy, Inc.",49.67,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dcud,NA,NA
DRUA,"Dominion Energy, Inc.",23.74,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/drua,NA,NA
DPZ,Domino&#39;s Pizza Inc,220.74,9653875167.3,n/a,2004,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/dpz,NA,1286681
UFS,Domtar Corporation,44.04,2862648620.16,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ufs,NA,1381531
DCI,"Donaldson Company, Inc.",48.12,6251151739.08,n/a,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/dci,NA,29644
DFIN,"Donnelley Financial Solutions, Inc.",20.37,686469e3,n/a,2016,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dfin,NA,1669811
LPG,Dorian LPG Ltd.,7.54,415505664.08,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/lpg,NA,1596993
DSL,DoubleLine Income Solutions Fund,19.83,2009767347.03,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/dsl,NA,NA
DBL,DoubleLine Opportunistic Credit Fund,21.5,319503480.5,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/dbl,NA,NA
PLOW,"Douglas Dynamics, Inc.",37.6,849417727.2,n/a,2010,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/plow,NA,1287213
DEI,"Douglas Emmett, Inc.",36.53,6192758916.76,n/a,2006,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dei,NA,1364250
DOV,Dover Corporation,101.21,15629297167.56,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dov,NA,29905
DDE,Dover Downs Gaming & Entertainment Inc,1.24,41109263.68,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/dde,NA,1162556
DVD,"Dover Motorsports, Inc.",2,73624920,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/dvd,NA,1017673
DWDP,DowDuPont Inc.,71.95,168362299278.95,n/a,2017,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dwdp,NA,1666700
DPS,"Dr Pepper Snapple Group, Inc",115.12,20692121336.72,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/dps,NA,1418135
RDY,Dr. Reddy&#39;s Laboratories Ltd,34.74,5763141023.76,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdy,NA,1135951
DRD,DRDGOLD Limited,2.99,126198538.31,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/drd,NA,1023512
DCF,Dreyfus Alcentra,9.38,140242312.28,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/dcf,NA,NA
DHF,Dreyfus High Yield Strategies Fund,3.19,231937524.72,n/a,1998,n/a,n/a,https://www.nasdaq.com/symbol/dhf,NA,NA
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",12.44,228671843.64,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/dmb,NA,NA
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",7.63,375727943.15,n/a,1989,n/a,n/a,https://www.nasdaq.com/symbol/dsm,NA,NA
LEO,"Dreyfus Strategic Municipals, Inc.",7.83,485381942.73,n/a,1987,n/a,n/a,https://www.nasdaq.com/symbol/leo,NA,NA
DRQ,"Dril-Quip, Inc.",47.3,1790803967.7,n/a,1997,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/drq,NA,1042893
DS,Drive Shack Inc.,5.17,346201636.22,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ds,NA,1175483
DS^B,Drive Shack Inc.,25.9948,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^b,NA,NA
DS^C,Drive Shack Inc.,25.01,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^c,NA,NA
DS^D,Drive Shack Inc.,24.985,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^d,NA,NA
DST,"DST Systems, Inc.",83.19,4930740347.7,n/a,1995,Technology,EDP Services,https://www.nasdaq.com/symbol/dst,NA,714603
DSW,DSW Inc.,19.99,1599165657.18,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dsw,NA,1319947
DTE,DTE Energy Company,105.22,18875445892.92,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dte,NA,936340
DTJ,DTE Energy Company,24.2029,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtj,NA,NA
DTQ,DTE Energy Company,23.7,0,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtq,NA,936340
DTV,DTE Energy Company,52.67,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtv,NA,1465112
DTW,DTE Energy Company,23.5,0,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtw,NA,NA
DTY,DTE Energy Company,26.1,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dty,NA,NA
DCO,Ducommun Incorporated,28.46,322400145.1,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/dco,NA,30305
DPG,Duff & Phelps Global Utility Income Fund Inc.,14.96,567429897.76,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/dpg,NA,NA
DSE,Duff & Phelps Select Energy MLP Fund Inc.,5.87,153260810.29,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/dse,NA,NA
DNP,"Duff & Phelps Utilities Income, Inc.",10.27,2933160340.89,n/a,1987,n/a,n/a,https://www.nasdaq.com/symbol/dnp,NA,806628
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",13.45,114603213.25,n/a,1991,n/a,n/a,https://www.nasdaq.com/symbol/dtf,NA,NA
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",8.65,237829007.95,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/duc,NA,NA
DUK,Duke Energy Corporation,76.7,53688129593.8,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk,NA,1326160
DUKH,Duke Energy Corporation,24.59,0,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/dukh,NA,1326160
DRE,Duke Realty Corporation,25.88,9216925198,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dre,NA,783280
DNB,Dun & Bradstreet Corporation (The),121.16,4478041613.76,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dnb,NA,1115222
DHG,"DWS High Income Opportunities Fund, Inc.",14.9519,226990326.103,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/dhg,NA,NA
DXC,DXC Technology Company,100.82,28803050549.3,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dxc,NA,1688568
DY,"Dycom Industries, Inc.",115.11,3561363656.46,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/dy,NA,67215
DLNG,Dynagas LNG Partners LP,11.04,391809600,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/dlng,NA,1578453
DLNG^A,Dynagas LNG Partners LP,25.8233,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlng^a,NA,NA
DYN,Dynegy Inc.,12.13,1751383875.83,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dyn,NA,1379895
DYN.WS.A,Dynegy Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dyn.ws.a,NA,NA
DYNC,Dynegy Inc.,80.77,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dync,NA,NA
DX,"Dynex Capital, Inc.",6.38,355005842.62,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dx,NA,826675
DX^A,"Dynex Capital, Inc.",25.42,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^a,NA,NA
DX^B,"Dynex Capital, Inc.",23.57,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^b,NA,NA
DD^A,E.I. du Pont de Nemours and Company,87.4,0,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd^a,NA,NA
DD^B,E.I. du Pont de Nemours and Company,102,0,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd^b,NA,NA
ELF,"e.l.f. Beauty, Inc.",20.24,936298696.08,n/a,2016,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/elf,NA,1600033
SSP,E.W. Scripps Company (The),14.78,1210485118.58,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp,NA,832428
EGIF,Eagle Growth and Income Opportunities Fund,15.78,113314207.5,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/egif,NA,NA
EXP,Eagle Materials Inc,102.75,5000724337.5,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/exp,NA,918646
ECC,Eagle Point Credit Company Inc.,18.64,344994712,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/ecc,NA,1604174
ECCA,Eagle Point Credit Company Inc.,25.6,0,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/ecca,NA,1604174
ECCB,Eagle Point Credit Company Inc.,25.8859,0,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/eccb,NA,NA
ECCY,Eagle Point Credit Company Inc.,25.25,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/eccy,NA,NA
ECCZ,Eagle Point Credit Company Inc.,25.35,0,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/eccz,NA,NA
ESTE,"Earthstone Energy, Inc.",9.99,634960274.13,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/este,NA,10254
DEA,"Easterly Government Properties, Inc.",19.67,862997567.32,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dea,NA,1622194
EGP,"EastGroup Properties, Inc.",82.11,2826609489.48,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/egp,NA,49600
EMN,Eastman Chemical Company,100.13,14392125371.87,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/emn,NA,915389
KODK,Eastman Kodak Company,6.55,278842408,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kodk,NA,31235
KODK.WS,Eastman Kodak Company,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kodk.ws,NA,NA
KODK.WS.A,Eastman Kodak Company,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kodk.ws.a,NA,NA
ETN,"Eaton Corporation, PLC",82.79,36477274e3,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/etn,NA,1551182
ETV,Eaton Vance Corporation,15.38,1000991443.22,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/etv,NA,350797
ETW,Eaton Vance Corporation,11.96,1274353619.76,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/etw,NA,350797
EV,Eaton Vance Corporation,55.91,6626498151.64,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ev,NA,350797
EOI,Eaton Vance Enhance Equity Income Fund,14.47,566834019.03,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/eoi,NA,NA
EOS,Eaton Vance Enhanced Equity Income Fund II,16.07,765817826.61,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/eos,NA,NA
EFT,Eaton Vance Floating Rate Income Trust,14.62,582807147.8,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/eft,NA,NA
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,9.28,19488e4,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/efl,NA,1701167
EFF,Eaton vance Floating-Rate Income Plus Fund,16.38,124593192.36,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/eff,NA,NA
EHT,Eaton Vance High Income 2021 Target Term Trust,9.78,209888198.58,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/eht,NA,NA
ETX,Eaton Vance Municipal Income 2028 Term Trust,19.11,207034854.39,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/etx,NA,NA
EOT,Eaton Vance Municipal Income Trust,21.17,322095685.91,n/a,2009,n/a,n/a,https://www.nasdaq.com/symbol/eot,NA,NA
EVN,Eaton Vance Municipal Income Trust,11.71,278491248.24,n/a,1999,n/a,n/a,https://www.nasdaq.com/symbol/evn,NA,NA
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.3,592103834.7,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/etj,NA,NA
EFR,Eaton Vance Senior Floating-Rate Fund,14.5,534300538.5,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/efr,NA,NA
EVF,Eaton Vance Senior Income Trust,6.51,246511611.57,n/a,1998,n/a,n/a,https://www.nasdaq.com/symbol/evf,NA,NA
EVG,Eaton Vance Short Diversified Income Fund,13.73,245500583.08,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/evg,NA,NA
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,22.98,1673768982,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/evt,NA,NA
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,25.28,367326767.68,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/eto,NA,NA
EXD,Eaton Vance Tax-Advantaged Bond,9.65,93909804.9,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/exd,NA,NA
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,17.32,1321519706.48,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/etg,NA,NA
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.16,402791716.8,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/etb,NA,NA
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.89,1776891775.8,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/ety,NA,NA
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,9.28,2797530332.8,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/exg,NA,NA
ECT,ECA Marcellus Trust I,2.05,36090250,n/a,2010,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ect,NA,1487798
ECR,Eclipse Resources Corporation,1.69,507953077.19,n/a,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ecr,NA,1600470
ECL,Ecolab Inc.,131.49,37989341964.45,n/a,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ecl,NA,31462
EC,Ecopetrol S.A.,17.51,35997666192.34,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ec,NA,1444406
EIX,Edison International,61.05,19890774126.3,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eix,NA,827052
EDR,Education Realty Trust Inc.,32.02,2425608882.64,n/a,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/edr,NA,1302343
EW,Edwards Lifesciences Corporation,133.82,28318973813.62,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ew,NA,1099800
EHIC,eHi Car Services Limited,11.8,819293387.4,n/a,2014,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/ehic,NA,1517492
EP^C,El Paso Corporation,48.0652,0,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ep^c,NA,NA
EE,El Paso Electric Company,51.3,2082359032.2,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ee,NA,31978
EGO,Eldorado Gold Corporation,1.12,889291961.6,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ego,NA,918608
ELVT,"Elevate Credit, Inc.",7.29,305158459.59,n/a,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/elvt,NA,1651094
LLY,Eli Lilly and Company,78.97,86953449327.67,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lly,NA,59478
ELLI,"Ellie Mae, Inc.",90.79,3107531430.36,n/a,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/elli,NA,1122388
EFC,Ellington Financial LLC,15.18,484330651.2,n/a,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/efc,NA,1411342
EARN,Ellington Residential Mortgage REIT,11.18,149143626.06,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/earn,NA,1560672
AKO.A,Embotelladora Andina S.A.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ako.a,NA,NA
AKO.B,Embotelladora Andina S.A.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ako.b,NA,NA
ERJ,Embraer-Empresa Brasileira de Aeronautica,27.25,4992636735.75,n/a,2000,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/erj,NA,1117603
EME,"EMCOR Group, Inc.",76.64,4507489248.8,n/a,n/a,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/eme,NA,105634
EEX,"Emerald Expositions Events, Inc.",21.95,1585070279.55,n/a,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/eex,NA,1579214
EMES,Emerge Energy Services LP,7.77,240612851.85,n/a,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/emes,NA,1555177
EBS,"Emergent Biosolutions, Inc.",49.96,2468292035.4,n/a,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ebs,NA,1367644
EMR,Emerson Electric Company,72.99,46336795037.19,n/a,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/emr,NA,32604
ESRT,"Empire State Realty Trust, Inc.",18.38,5865433999.66,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/esrt,NA,1541401
EIG,Employers Holdings Inc,40.9,1326412194.4,n/a,2007,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/eig,NA,1379041
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),57.9,2601623363.4,n/a,2007,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/edn,NA,1395213
ENBL,"Enable Midstream Partners, LP",14.37,6215981380.98,n/a,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enbl,NA,1591763
EEQ,Enbridge Energy Management LLC,12.21,5940129224.7,n/a,2002,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eeq,NA,1173911
EEP,"Enbridge Energy, L.P.",13.1,6630277586,n/a,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/eep,NA,880285
ENB,Enbridge Inc,34.27,58087651439.34,n/a,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/enb,NA,895728
ECA,Encana Corporation,11.01,10713070759.5,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eca,NA,1157806
EHC,Encompass Health Corporation,52.1,5121992888.4,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ehc,NA,785161
EXK,Endeavour Silver Corporation,2.29,291948458.9,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/exk,NA,1277866
NDRO,Enduro Royalty Trust,3.2,1056e5,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ndro,NA,1520048
ENIA,Enel Americas S.A.,11.39,13087711733.7,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/enia,NA,912505
ENIC,Enel Chile S.A.,6.16,6048229602.8,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/enic,NA,1659939
EOCC,Enel Generacion Chile S.A.,28.44,7775263332.36,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eocc,NA,926864
EGN,Energen Corporation,52.18,5071997437.92,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/egn,NA,277595
ENR,"Energizer Holdings, Inc.",53.85,3214076345.1,n/a,2015,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/enr,NA,1632790
EPC,"Energizer Holdings, Inc.",53.46,2886712337.52,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/epc,NA,1096752
ETE,"Energy Transfer Equity, L.P.",16.76,18087141102.8,n/a,2006,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ete,NA,1276187
ETP,"Energy Transfer Partners, L.P.",18.55,21434406725.2,n/a,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/etp,NA,1161154
ERF,Enerplus Corporation,10.56,2572290072,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/erf,NA,1126874
ENS,Enersys,72.9,3055244759.1,n/a,2004,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/ens,NA,1289308
EGL,"Engility Holdings, Inc.",26.44,973650752.6,n/a,2015,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/egl,NA,1544229
E,ENI S.p.A.,33.88,61563099490.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/e,NA,1002242
ENLK,"EnLink Midstream Partners, LP",16.33,5699311515.78,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enlk,NA,1179060
ENLC,"EnLink Midstream, LLC",16.75,3024881277.25,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enlc,NA,1592000
EBF,"Ennis, Inc.",20.2,513421178,n/a,n/a,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/ebf,NA,33002
ENVA,"Enova International, Inc.",22.95,768929537.25,n/a,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/enva,NA,1529864
NPO,EnPro Industries,77.12,1644639217.92,n/a,n/a,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/npo,NA,1164863
ESV,ENSCO plc,4.96,2165135122.88,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/esv,NA,314808
ETM,Entercom Communications Corporation,10.4,1478229272,n/a,1999,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/etm,NA,1067837
EAB,"Entergy Arkansas, Inc.",23.7665,0,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eab,NA,7323
EAE,"Entergy Arkansas, Inc.",23.9001,0,n/a,2013,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eae,NA,7323
EAI,"Entergy Arkansas, Inc.",24.2,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eai,NA,NA
ETR,Entergy Corporation,76.72,13828887945.04,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/etr,NA,65984
ELC,"Entergy Louisiana, Inc.",24.16,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elc,NA,1021422
ELJ,"Entergy Louisiana, Inc.",24.9764,0,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elj,NA,60527
ELU,"Entergy Louisiana, Inc.",23.7994,0,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elu,NA,60527
